title,content,source_name,published_at
"Amazon donating $1 million to Trump inaugural fund, to air event on Prime Video","Amazon is donating $1 million to U.S. President-elect Donald Trump's inaugural fund and the company will air the event on its Prime Video service, an Amazon spokesperson said on Thursday.The Prime Vi… [+147 chars]",Biztoc.com,2024-12-13T04:17:50Z
Boeing Victims' Lawyer Urges Trump to Reform FAA Following Whitaker's Exit,"A lawyer for those who lost loved ones in a 2019 Boeing plane crash says the incoming Trump administration has the chance to reshape the Federal Aviation Administration, following the announcement of… [+145 chars]",Biztoc.com,2024-12-13T17:07:19Z
Sam Altman and Jeff Bezos are the latest billionaires to donate $1M to Trump fund,"OpenAI CEO Sam Altman and Jeff Bezos Amazon plan to donate $1 million each to President-elect Donald Trumps inaugural fund, according to reports from Fox and the Wall Street Journal.TechCrunch has co… [+142 chars]",Biztoc.com,2024-12-13T16:55:46Z
"Unique among 'Person of the Year' designees, Donald Trump gets a fact-check from Time magazine",Time magazine gave Donald Trump something it has never done for a Person of the Year designee: a lengthy fact-check of claims he made in an accompanying interview.The fact-check accompanies a transcr… [+146 chars],Biztoc.com,2024-12-13T22:59:21Z
Donald Trump says he will meet with billionaire Amazon founder Jeff Bezos next week,"Donald Trump said he is meeting with Amazon founder Jeff Bezos next week as the president-elect continues to strengthen his ties to billionaire tech leaders.Bezos is coming up next week, Trump reveal… [+143 chars]",Biztoc.com,2024-12-13T18:01:57Z
"No, Trump Wasn't Deemed a Drag Queen in Florida Court","Claim:
A Florida judge ruled that Donald Trump qualifies as a drag queen due to his excessive use of makeup. 
A claim that a Florida judge ruled that U.S. president-elect Donald Trump's excessive u… [+2500 chars]",Snopes.com,2024-12-13T00:22:00Z
Donald Trump Becomes TIME’s 2024 Person Of The Year,"Donald Trump has secured a place in history once again, this time as TIME magazines Person of the Year for 2024. Its the second time the former and now president-elect has received the honor, his fir… [+2178 chars]",Designtaxi.com,2024-12-13T06:01:53Z
Trump Promises 'Big Discussion' On Getting Rid Of Child Vaccines,"Trump said this week that he would discuss ending child vaccination programs with Bob Kennedy, the whackadoodle health nut and anti-vaccine activist he wants to lead the Department of Health and Huma… [+2360 chars]",Crooksandliars.com,2024-12-13T12:35:56Z
The Daily Beast Kisses The Trump/Musk Ring,"The 2024 Substance-Free Sucking Up To Trump Award is hereby bestowed on The Daily Beast. Apparently, someone over there thought it just fascinating that Elon Musks mother said her son and Barron Trum… [+2416 chars]",Crooksandliars.com,2024-12-14T13:07:44Z
"Oh, Look! Another Trump Pick Is A Likely Crook","Its beginning to feel like some allegations of criminal behavior are a requirement to be chosen for a top position in the President-Elect 34 Felony Convictions administration. 
CNBC has the latest o… [+1707 chars]",Crooksandliars.com,2024-12-14T13:06:02Z
Trump Toys With Removing FDIC; What Could Go Wrong?,"President-elect Donald Trump and his advisers are reportedly considering plans to weakenor abolish altogethertop bank regulators, including the Federal Deposit Insurance Corporation and Office of the… [+2721 chars]",Crooksandliars.com,2024-12-13T22:45:17Z
Trump considers direct attack on Iran – WSJ,"The transition team of US President-elect Donald Trump is considering options for targeting Iran, including a direct attack on its nuclear facilities, sources have told the Wall Street Journal on con… [+2301 chars]",RT,2024-12-13T08:35:48Z
Trump wants ‘day one’ Ukraine ceasefire – NBC,"US President-elect Donald Trump’s team has been working hard to broker a truce between Ukraine and Russia that could pave the way to peace talks, NBC reported on Friday, citing people familiar with t… [+1715 chars]",RT,2024-12-13T21:52:27Z
Trump nominates conservative culture warrior to lead DOJ civil rights,"WASHINGTON President-elect Donald Trump tapped Harmeet Dhillon, a Republican lawyer known for championing conservative causes and the Republican national committeewoman for California, to lead the U.… [+5739 chars]",NBC News,2024-12-14T14:00:00Z
Trump hosts Apple CEO at Mar-a-Lago as big tech leaders continue outreach to president-elect,"WEST PALM BEACH, Fla. (AP) Donald Trump hosted Apple CEO Tim Cook for a Friday evening dinner at the president-elect's Mar-a-Lago resort, according to a person familiar with the matter who was not au… [+140 chars]",Biztoc.com,2024-12-14T02:06:25Z
Donald Trump Is the Authentic American Berserk,"Far from being an alien interloper, the incoming president draws from homegrown authoritarianism.
Ad Policy
The pure products of America: Roy Cohn and Donald Trump at the Ritz-Carlton Hotel in Wash… [+8017 chars]",Thenation.com,2024-12-13T15:14:19Z
Tech industry leaders make donations to Trump,"Watch CBS News
Copyright ©2024 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On",CBS News,2024-12-14T14:15:19Z
Trump reportedly considering military action against Iran,"Watch CBS News
Copyright ©2024 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On",CBS News,2024-12-13T23:59:14Z
"With Trump Looming, Biden’s Green Bank Moves to Close Billions in Deals","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-13T12:30:17Z
"Yes, Trump Said It Will Be 'Very Hard' To Bring Down Cost of Groceries","Claim:
When asked about lowering grocery prices in December 2024, U.S. President-elect Donald Trump said: Its hard to bring things down once theyre up. You know, its very hard.
Social media users b… [+3249 chars]",Snopes.com,2024-12-14T00:55:00Z
Jeff Bezos’ Amazon to donate $1 million to Trump,"The US online giant Amazon has confirmed it will donate $1 million to President-elect Donald Trump’s inaugural fund and stream the ceremony as well, in what has been widely interpreted as a peace off… [+2263 chars]",RT,2024-12-13T20:54:32Z
The Boys: Antony Starr Not Buying Homelander/Trump Comparisons,"Posted in: Amazon Studios, TV | Tagged: prime video, the boys
The Boys star Antony Starr on why he doesn't buy into those Homelander/Donald Trump comparisons, calling them ""low-hanging fruit.""
With… [+2960 chars]",Bleeding Cool News,2024-12-13T18:38:07Z
"Trump To Allow ICE Raids In Schools, Hospitals, Churches And Funerals","I guess we shouldnt be too surprised that a guy who boasts about committing sexual assault thinks terrorizing children, hospital patients, churchgoers and grieving funeral attendees is his idea of ma… [+2281 chars]",Crooksandliars.com,2024-12-13T14:54:39Z
Could U.S.-North Korea Talks Resume Under Trump?,"During his first term, then President Donald Trump was prompted to attempt negotiations with Pyongyang in an attempt to resolve the North Korean nuclear missile issue. The talks had come after tensio… [+10584 chars]",The Diplomat,2024-12-13T10:37:51Z
Chinese president snubs Trump: report,"Chinese President Xi Jinping has reportedly declined to attend Donald Trumps inauguration next month in Washington, despite the president-elect personally extending an invitation to the foreign leade… [+1679 chars]",Raw Story,2024-12-13T00:26:23Z
Trump may be deposed next week in his defamation case against ABC News,"President-elect Donald Trump may spend part of the week before Christmas being grilled by lawyers in his defamation case against ABC News.
Lawyers representing the broadcast network and This Week an… [+3483 chars]",NBC News,2024-12-13T20:13:50Z
Trump mulls deal to revert DC Waldorf-Astoria back to Trump International Hotel: report,"Just as Donald Trump is set to retake the White House next month, his former Washington D.C. hotel could be resurrected as Trump International Hotel, according to the New York Post.
Trump, who sold … [+1782 chars]",Raw Story,2024-12-14T02:16:44Z
President-Elect Donald Trump Could Enact Tariffs on Chinese Imports in 2025. Here's Why That Could Hurt Dollar Tree More Than Dollar General Next Year,"On Nov. 5, Donald Trump won the U.S. presidential election. As is the case with all politicians, there were many promises made during the campaign, but among Trump's proposals was a call to increase … [+142 chars]",Biztoc.com,2024-12-14T10:52:54Z
Trump says Republicans will try to end daylight saving time,"Washington — President-elect Donald Trump said Republicans will try to end the decades-long ritual of changing the clocks twice a year, saying the GOP will push to eliminate daylight saving time.
""T… [+2034 chars]",CBS News,2024-12-13T21:44:22Z
"Trump attorneys criticize prosecutors' ""novel"" alternative in New York case","Attorneys for President-elect Donald Trump on Friday slammed a suggestion by Manhattan prosecutors that a judge should consider an option for Trump's ""hush money"" case that is typically used when a d… [+2630 chars]",CBS News,2024-12-13T21:24:11Z
Trump reiterates plan to conduct mass deportations of undocumented migrants,"Watch CBS News
Copyright ©2024 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On",CBS News,2024-12-13T00:52:00Z
Big Tech leaders donate to Trump inaugural fund,"Watch CBS News
Copyright ©2024 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On",CBS News,2024-12-13T23:36:00Z
"What Trump told Time about deportations, Jan. 6 promises","Watch CBS News
Copyright ©2024 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On",CBS News,2024-12-13T18:53:00Z
Analysis: China eyes negotiations as Trump threatens new tariffs,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-13T08:34:27Z
Apple CEO Tim Cook to meet with Trump on Friday,"By Nandita Bose and Kanishka Singh
(Reuters) - Apple CEO Tim Cook will meet Donald Trump on Friday night at the U.S. president-elect's Mar-a-Lago resort in Florida, a source familiar with the matter… [+1142 chars]",Yahoo Entertainment,2024-12-13T23:24:04Z
How Reeves and Trump crushed hopes of cheaper mortgages,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-14T08:00:00Z
4 Reasons Why So Many Investors Voted for Trump,"Investors have cheered on President-Elect Trump's victory, with stocks reaching record highs and Bitcoin surging over 40%. Four key reasons for this enthusiasm are Trump's tax policies, including the… [+4454 chars]",Yahoo Entertainment,2024-12-14T13:01:02Z
Donald Trump on Truth Social: Shoot down mystery drones,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-14T13:52:49Z
Tech leaders learn how to deal with Trump from Tim Cook who met with 47 for dinner Friday,"A discussion is a place, where people can voice their opinion, no matter if it
 is positive, neutral or negative. However, when posting, one must stay true to the topic, and not just share some
 ra… [+760 chars]",PhoneArena,2024-12-14T05:36:52Z
Trump says he will seek to eliminate daylight saving time,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-14T13:33:02Z
Can Trump Influence the Federal Reserve and Lower Interest Rates?,"President-elect Donald Trump is planning to retake the White House with a bold set of promises, including lower interest rates.
US households have grown frustrated with two years of high borrowing c… [+6292 chars]",CNET,2024-12-14T09:00:03Z
Trump calls for ‘mysterious’ drones to be shot down,"The “mysterious” drones spotted flying over New Jersey, New York, Pennsylvania and other East Coast states must be shot down, US President-elect Donald Trump has said.
An FBI official told the US Co… [+1746 chars]",RT,2024-12-14T08:50:59Z
Trump is a nightmare for the EU in more ways than one,"For a man his age, incoming US president Donald Trump has a knack for cultivating a bad-boy image. Refreshingly direct to the point of rude honesty, or dishonesty, as the case may be, he has no time … [+10069 chars]",RT,2024-12-14T16:14:51Z
Marlow: Trump Must Undo Biden's Last-Minute Moves,"On Friday’s broadcast of the Fox News Channel’s “Ingraham Angle,” “The Alex Marlow Show” host and Breitbart Editor-in-Chief Alex Marlow stated that President-Elect Donald Trump has to note all of the… [+622 chars]",Breitbart News,2024-12-14T03:26:19Z
Panama's Conservative President Asks Trump to Keep Deportation Flight Deal,President of Panama José Raúl Mulino on Thursday urged President-elect Donald Trump to maintain an U.S.-funded deportation flight agreement that his administration signed this year with the outgoing … [+3698 chars],Breitbart News,2024-12-14T00:03:58Z
Trump ordered to sit for deposition in defamation suit against ABC News,"Washington — President-elect Donald Trump has been ordered by a federal judge to sit for a deposition next week in his defamation lawsuit against ABC News and anchor George Stephanopoulos. 
Magistra… [+1691 chars]",CBS News,2024-12-14T00:25:47Z
Trump expected to attend Saturday's Army-Navy game with key allies,"President-elect Donald Trump will huddle with allies and a Republican cause célèbre at Saturday's Army-Navy football game, a chance to take in one of most stories rivalries in college sports while sp… [+5831 chars]",CBS News,2024-12-14T15:27:20Z
Trump says Syria 'not our fight'. Staying out may not be so easy,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-14T13:50:26Z
Trump says he will work to 'eliminate daylight saving time' in US,"US president-elect Donald Trump says he will work to end daylight saving time, describing it as an ""inconvenient"" and unnecessary financial burden on the United States.
""The Republican Party will us… [+2084 chars]",ABC News (AU),2024-12-14T05:47:59Z
'Shoot them down': Trump weighs in on drone sightings across US states,"President-elect Donald Trump has called for drones to be shot down as the FBI receives thousands of tips over mysterious sightings in several US states. 
Several unmanned aerial vehicle (UAS) sighti… [+4830 chars]",ABC News (AU),2024-12-14T02:32:47Z
The Memo: Trump revels as establishment figures pay homage at home and abroad,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-14T01:39:19Z
"""Shoot them down!!!"": Trump demands action on New Jersey drone sightings","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-14T01:33:08Z
Trump Calls to Shoot Down Mysterious Drones Spotted Over US,"Sputnik brings you all the latest breaking stories, expert analysis and videos from North and South America.
https://sputnikglobe.com/20241214/trump-calls-to-shoot-down-mysterious-drones-spotted-ove… [+1381 chars]",Sputnikglobe.com,2024-12-14T05:03:39Z
What changes will come to the National Archives under President Trump?,Scott Simon talks to Colleen Shogan who leads the National Archives about the challenges facing the agency in a time of deep political polarization.,NPR,2024-12-14T13:08:52Z
The Trump Show Is Returning,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T15:20:35Z
Trump Mulls Privatizing Post Office,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T15:41:47Z
Katie Britt: 'Do You Not Already Feel Like Donald Trump Is the President?',"As America approaches the end of the Biden administration, President-elect Donald Trump is taking on a more prominent role than his predecessors had during their transitions into power.
According to… [+1504 chars]",Breitbart News,2024-12-14T13:00:19Z
Trump Attorneys Cite Fetterman Calling Business Records Case 'Bullsh*t' in Pushing for Dismissal,Attorneys for President-elect Donald Trump are citing Sen. John Fetterman’s (D-PA) view that the merits of the Manhattan business records case are “bullshit” in their latest filing in support of dism… [+3372 chars],Breitbart News,2024-12-14T01:00:30Z
Did Trump Fulfill His 2016 Campaign Promises? A Reality Check,"Sputnik brings you all the latest breaking stories, expert analysis and videos from North and South America.
https://sputnikglobe.com/20241214/did-trump-fulfill-his-2016-campaign-promises-a-reality-… [+5003 chars]",Sputnikglobe.com,2024-12-14T15:25:43Z
Congressional report exposes Secret Service failures during assassination attempt on Trump,"<ul><li>A Secret Service agent missed six shots at an armed assassin during an incident at Donald Trump's golf course in West Palm Beach, Florida, raising serious concerns about security protocols.</… [+5431 chars]",Naturalnews.com,2024-12-14T06:00:00Z
BRIBE MONEY? Tech titans donating huge sums of money to Trump inauguration fund,<ul><li>Amazon and Meta Platforms each donated $1 million to the Trump inauguration fund. Amazon also provided in-kind coverage worth $1 million through Prime Video.</li><li>The donations occurred af… [+5973 chars],Naturalnews.com,2024-12-14T06:00:00Z
Inside Democrats’ Emerging Trump Inauguration Boycott,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T15:23:48Z
Big Banks to Donate to Trump Inaugural,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T15:32:00Z
Trump Revels as Establishment Figures Pay Homage,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T02:12:08Z
A judge orders depositions from Trump and George Stephanopoulos in Trump's libel suit against ABC News and its host over remarks about Trump and E. Jean Carroll (Politico),"Mediagazer presents the day's must-read media news on a single page.
The media business is in tumult: from the production side to
the distribution side, new technologies are upending the industry.… [+416 chars]",Mediagazer.com,2024-12-14T00:20:00Z
Inside Democrats' emerging Trump inauguration boycott (Axios),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T15:50:00Z
"Donald Trump 'eyes deal' to save failing DC Waldorf-Astoria, turn it back into Trump International Hotel (New York Post)","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T03:55:03Z
Trump calls for end to daylight saving time,"WASHINGTON - US President-elect Donald Trump says the Republican Party “will use its best efforts” to end daylight saving time, which he called “inconvenient, and very costly to our Nation”.
“The Re… [+2085 chars]",Bangkok Post,2024-12-14T07:54:00Z
Indonesia still eyes BRICS membership despite Trump tariff threat,"Jakarta, indonesia  Indonesia remains cautiously determined to join BRICS despite a threat from U.S. President-elect Donald Trump to double tariffs on members of the Russia- and China-led bloc if it … [+5121 chars]",VOA News,2024-12-14T03:15:56Z
'I can't even read this': MSNBC host gives up trying to figure out Trump Jan. 6 statement,"During a segment on Donald Trump's plan to pardon Jan. 6 rioters after he is sworn into office, an exasperated MSNBC host gave up trying to make heads or tails out of comments the presidet-elect made… [+1276 chars]",Raw Story,2024-12-14T15:42:19Z
Trump Eyes Deal to Buy Back Lease on D.C. Hotel,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T02:08:50Z
The Week CEOs Bent the Knee to Trump,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T11:55:34Z
Trump Brings Political Drama to Army-Navy Game,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T15:30:42Z
Sundar Pichai & Jeff Bezos reportedly meeting with Donald Trump,"Donald Trumps inauguration as the new president-elect of the United States will take place on January 20, 2025. As the date approaches, some companies are attempting to reconcile their positions foll… [+2382 chars]",Android Headlines,2024-12-14T09:11:55Z
President-Elect Donald Trump Could Enact Tariffs on Chinese Imports in 2025. Here's Why That Could Hurt Dollar Tree More Than Dollar General Next Year.,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-14T09:56:00Z
Kremlin praises Trump for criticising Ukrainian strikes deep into Russia,The Kremlin praised US President-elect Donald Trump on Friday (13 December) for criticising Ukrainian missile strikes deep into Russian territory but said discussions about deploying European troops … [+5039 chars],EURACTIV,2024-12-14T05:56:31Z
Donald Trump Making America 'Felonious Again'—Former Prosecutor,"According to former federal prosecutor Glenn Kirschner on Friday, Donald Trump is making America ""felonious again"" as several of his Cabinet picks to serve in his upcoming administration have faced l… [+5184 chars]",Newsweek,2024-12-14T15:52:24Z
Trump Weighs In on 'Mystery Drone Sightings': 'Shoot Them Down',"President-elect Donald Trump has suggested that ""mystery drones"" recently spotted in New Jersey and other parts of the country should be shot down.
A large number of drones have been spotted in rece… [+1602 chars]",Newsweek,2024-12-14T03:36:02Z
Trump to Dine With Apple’s Tim Cook at Mar-A-Lago,"“There are a lot of blogs and news sites claiming to understand politics, but only a few actually do. Political Wire is one of them.”
 Chuck Todd, host of “Meet the Press”
“Concise. Relevant. To th… [+594 chars]",Politicalwire.com,2024-12-14T02:08:00Z
Trump brings political drama to Army-Navy game sidelines (Michael Dorgan/Fox News),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T16:05:02Z
How GOP Senators Are Secretly Getting Ready to Surrender to Trump (Greg Sargent/New Republic),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T16:05:02Z
DeSantis's dilemma on sending Lara Trump to the Senate (Aaron Blake/Washington Post),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T03:35:03Z
"In Display of Fealty, Tech Industry Curries Favor With Trump (New York Times)","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T11:30:00Z
Trump wants to turn the clock on daylight saving time (Jill Colvin/Associated Press),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T00:50:01Z
The Week CEOs Bent the Knee to Trump (Wall Street Journal),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T03:55:03Z
Trump Backs a Longshoremen's Union That Supported Him (Peter Eavis/New York Times),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T11:30:00Z
Trump nominates conservative culture warrior to lead DOJ civil rights (NBC News),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T14:45:01Z
Trump to Dine With Apple's Tim Cook at Mar-A-Lago Friday (Bloomberg),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T02:35:03Z
Ontario premier: US energy exports will be cut off if Trump imposes sweeping tariffs on Canada,"Can Ontario cut off power to the US?
Ontario Premier Ford told reporters if tariffs are imposed on Canada, he will cut off power to the US.
Let's start with the fact that to transfer any realistic … [+1196 chars]",Energycentral.com,2024-12-14T04:15:15Z
Looks Like There Is One Thing the Supreme Court Won't Do for Donald Trump,"(Permanent Musical Accompaniment To The Last Post Of The Week From The Blog's Favourite Living Canadian)
Any time Justice Samuel Alito slaps down the incoming president of the United States is an ev… [+8786 chars]",esquire.com,2024-12-14T14:30:00Z
Trump Ordered to Spend Up to Four Hours Answering Questions Under Oath,"President-elect Donald Trump has been ordered to spend up to four hours answering questions under oath as part of his lawsuit against ABC and host George Stephanopoulos.
Trump filed the defamation s… [+3260 chars]",Newsweek,2024-12-14T02:32:22Z
"The Trump Show Is Returning. Will It Be Triumph, Tragedy or Farce? (James Poniewozik/New York Times)","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T15:30:02Z
"Apple CEO visits Mar-a-Lago, joining list of tech execs seemingly courting Trump (Filip Timotija/The Hill)","memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T14:45:01Z
The Memo: Trump revels as establishment figures pay homage at home and abroad (Niall Stanage/The Hill),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T02:35:03Z
Trump ordered to sit for deposition next week in his defamation case against ABC News (Andrew Kirell/NBC News),"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]",Memeorandum.com,2024-12-14T03:20:01Z
Déjà Vu – DC Restaurant Workers Plan To Sabotage Trump Admin Personnel,"Workers in Washington, D.C. area restaurants told the Washingtonian they plan to refuse service or provide substandard service to Trump officials. This behavior isn’t exactly new. It’s simply a retur… [+6866 chars]",Legalinsurrection.com,2024-12-14T00:00:20Z
‘The View’ co-host ponders whether Trump is really so extreme after all,"“The View” co-host Sara Haines pondered Friday whether President-elect Donald Trump truly has extreme positions on major policy issues following his interview with Time Magazine.
Trump, who was name… [+3830 chars]",Wnd.com,2024-12-14T15:10:58Z
Middle East 'mega-deal': Trump envoy Witkoff meets MBS in Saudi visit,"President-elect Donald Trump’s Middle East envoy, Steve Witkoff, met with Crown Prince Mohammed bin Salman during a visit to Saudi Arabia on Wednesday, according to two sources briefed on the meeting… [+4688 chars]",The Jerusalem Post,2024-12-14T09:34:06Z
Pod Save America’s Jon Favreau Rages At Mark Zuckerberg Over Massive Trump Donation: ‘Few Human Beings More Full Of S**t’,"Pod Save America co-host Jon Favreau tore into Meta CEO Mark Zuckerberg, calling him one of the most “full of shit” human beings around.
Favreau, a former aide to former President Barack Obama, put … [+1661 chars]",Mediaite,2024-12-14T13:47:36Z
CEOs court Trump,"A Wall Street Journal headline calls this ""The Week CEOs Bent the Knee to Trump.""Driving the news: Apple CEO Tim Cook dined at breezy Mar-a-Lago last night a day after a pilgrimage to Trump's table o… [+132 chars]",Biztoc.com,2024-12-14T15:17:03Z
Mitch McConnell warns Trump nominees to ‘steer clear’ of ‘dangerous’ polio vaccine skeptics,Outgoing Senate Minority Leader and polio survivor Mitch McConnell (R-Ky.) issued a stern warning Friday to incoming members of President-elect Donald Trumps administration who may seek to revoke fed… [+2803 chars],New York Post,2024-12-14T02:41:22Z
Trump and Elon: Can Gas Powered Cars and EVs Co-Exist In the Trump Administration?,"During his 2024 campaign, President Donald Trump and Elon Musk joined forces, with the worlds richest man appearing at campaign rallies as a featured speaker. One campaign issue Trump criticized was … [+140 chars]",Biztoc.com,2024-12-14T15:39:12Z
Trump team starts transition talks with Pentagon,"The Pentagon has started transition discussions with President-elect Donald Trump's team, as per Deputy Secretary of Defense Kathleen Hicks' spokesperson, Eric Pahon.According to Pahon, Hick...
This… [+59 chars]",Biztoc.com,2024-12-14T00:05:51Z
Louis Sarkozy’s secret political dream: Emulate Trump,"The 27-year-old has made it clear in recent weeks that a strategy like Trump’s, fusing a campaign focused on a no-holds-barred approach to immigration with bold rhetoric, could find a receptive audie… [+1296 chars]",POLITICO.eu,2024-12-14T03:01:00Z
"Sam Altman on Microsoft, Trump and Musk","Sam Altman, right, the C.E.O. of OpenAI, speaking with Andrew Ross Sorkin at the DealBook Summit.
This story appeared on nytimes.com, 2024-12-14 13:00:02.",Biztoc.com,2024-12-14T13:04:37Z
ABC and George Stephanopoulos settle with Trump for big bucks,ABC and George Stephanopoulos have settled the defamation case that Donald Trump filed against them. The settlement is entirely in Trump’s favor. This is a stunning outcome if you know anything about… [+4938 chars],Americanthinker.com,2024-12-14T05:00:00Z
